"","TAVG","TMAX","TMIN","TOBS","DAPR","MDPR","PRCP","SNOW","SNWD","AWND","PGTM","WDF2","WDF5","DATE","NAME"
"6923",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/6/30","OLD BRIDGE TWP 5.1 NE, NJ US"
"6924",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/7/1","OLD BRIDGE TWP 5.1 NE, NJ US"
"6925",NA,NA,NA,NA,NA,NA,0.01,0,0,NA,NA,NA,NA,"2023/7/2","OLD BRIDGE TWP 5.1 NE, NJ US"
"6926",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/7/3","OLD BRIDGE TWP 5.1 NE, NJ US"
"6927",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/7/4","OLD BRIDGE TWP 5.1 NE, NJ US"
"6928",NA,NA,NA,NA,NA,NA,0.41,0,0,NA,NA,NA,NA,"2023/7/5","OLD BRIDGE TWP 5.1 NE, NJ US"
"6929",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/7/6","OLD BRIDGE TWP 5.1 NE, NJ US"
"6930",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/7/7","OLD BRIDGE TWP 5.1 NE, NJ US"
"6931",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/7/8","OLD BRIDGE TWP 5.1 NE, NJ US"
"6932",NA,NA,NA,NA,NA,NA,0.03,0,0,NA,NA,NA,NA,"2023/7/9","OLD BRIDGE TWP 5.1 NE, NJ US"
"6933",NA,NA,NA,NA,NA,NA,0.34,0,0,NA,NA,NA,NA,"2023/7/10","OLD BRIDGE TWP 5.1 NE, NJ US"
"6934",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/7/11","OLD BRIDGE TWP 5.1 NE, NJ US"
"6935",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/7/12","OLD BRIDGE TWP 5.1 NE, NJ US"
"6936",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/7/13","OLD BRIDGE TWP 5.1 NE, NJ US"
"6937",NA,NA,NA,NA,NA,NA,0.02,0,0,NA,NA,NA,NA,"2023/7/14","OLD BRIDGE TWP 5.1 NE, NJ US"
"6938",NA,NA,NA,NA,NA,NA,0.14,0,0,NA,NA,NA,NA,"2023/7/15","OLD BRIDGE TWP 5.1 NE, NJ US"
"6939",NA,NA,NA,NA,NA,NA,0.9,0,0,NA,NA,NA,NA,"2023/7/16","OLD BRIDGE TWP 5.1 NE, NJ US"
"6940",NA,NA,NA,NA,NA,NA,1.17,0,0,NA,NA,NA,NA,"2023/7/17","OLD BRIDGE TWP 5.1 NE, NJ US"
"6941",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/7/18","OLD BRIDGE TWP 5.1 NE, NJ US"
"6942",NA,NA,NA,NA,NA,NA,2.32,0,0,NA,NA,NA,NA,"2023/7/19","OLD BRIDGE TWP 5.1 NE, NJ US"
"6943",NA,NA,NA,NA,NA,NA,0.17,0,0,NA,NA,NA,NA,"2023/7/20","OLD BRIDGE TWP 5.1 NE, NJ US"
"6944",NA,NA,NA,NA,NA,NA,0.03,0,0,NA,NA,NA,NA,"2023/7/21","OLD BRIDGE TWP 5.1 NE, NJ US"
"6945",NA,NA,NA,NA,NA,NA,0.01,0,0,NA,NA,NA,NA,"2023/7/22","OLD BRIDGE TWP 5.1 NE, NJ US"
"6946",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/7/23","OLD BRIDGE TWP 5.1 NE, NJ US"
"6947",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/7/24","OLD BRIDGE TWP 5.1 NE, NJ US"
"6948",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/7/25","OLD BRIDGE TWP 5.1 NE, NJ US"
"6949",NA,NA,NA,NA,NA,NA,1.38,0,0,NA,NA,NA,NA,"2023/7/26","OLD BRIDGE TWP 5.1 NE, NJ US"
"6950",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/7/27","OLD BRIDGE TWP 5.1 NE, NJ US"
"6951",NA,NA,NA,NA,NA,NA,0.01,0,0,NA,NA,NA,NA,"2023/7/28","OLD BRIDGE TWP 5.1 NE, NJ US"
"6952",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/7/29","OLD BRIDGE TWP 5.1 NE, NJ US"
"6953",NA,NA,NA,NA,NA,NA,0.29,0,0,NA,NA,NA,NA,"2023/7/30","OLD BRIDGE TWP 5.1 NE, NJ US"
"6954",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/7/31","OLD BRIDGE TWP 5.1 NE, NJ US"
"6955",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/1","OLD BRIDGE TWP 5.1 NE, NJ US"
"6956",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/2","OLD BRIDGE TWP 5.1 NE, NJ US"
"6957",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/3","OLD BRIDGE TWP 5.1 NE, NJ US"
"6958",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/4","OLD BRIDGE TWP 5.1 NE, NJ US"
"6959",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/5","OLD BRIDGE TWP 5.1 NE, NJ US"
"6960",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/6","OLD BRIDGE TWP 5.1 NE, NJ US"
"6961",NA,NA,NA,NA,NA,NA,0.58,0,0,NA,NA,NA,NA,"2023/8/7","OLD BRIDGE TWP 5.1 NE, NJ US"
"6962",NA,NA,NA,NA,NA,NA,0.2,0,0,NA,NA,NA,NA,"2023/8/8","OLD BRIDGE TWP 5.1 NE, NJ US"
"6963",NA,NA,NA,NA,NA,NA,0.01,0,0,NA,NA,NA,NA,"2023/8/9","OLD BRIDGE TWP 5.1 NE, NJ US"
"6964",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/10","OLD BRIDGE TWP 5.1 NE, NJ US"
"6965",NA,NA,NA,NA,NA,NA,1.34,0,0,NA,NA,NA,NA,"2023/8/11","OLD BRIDGE TWP 5.1 NE, NJ US"
"6966",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/12","OLD BRIDGE TWP 5.1 NE, NJ US"
"6967",NA,NA,NA,NA,NA,NA,0.4,0,0,NA,NA,NA,NA,"2023/8/13","OLD BRIDGE TWP 5.1 NE, NJ US"
"6968",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/14","OLD BRIDGE TWP 5.1 NE, NJ US"
"6969",NA,NA,NA,NA,NA,NA,0.28,0,0,NA,NA,NA,NA,"2023/8/15","OLD BRIDGE TWP 5.1 NE, NJ US"
"6970",NA,NA,NA,NA,NA,NA,0.38,0,0,NA,NA,NA,NA,"2023/8/16","OLD BRIDGE TWP 5.1 NE, NJ US"
"6971",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/17","OLD BRIDGE TWP 5.1 NE, NJ US"
"6972",NA,NA,NA,NA,NA,NA,0.15,0,0,NA,NA,NA,NA,"2023/8/18","OLD BRIDGE TWP 5.1 NE, NJ US"
"6973",NA,NA,NA,NA,NA,NA,0.03,0,0,NA,NA,NA,NA,"2023/8/19","OLD BRIDGE TWP 5.1 NE, NJ US"
"6974",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/20","OLD BRIDGE TWP 5.1 NE, NJ US"
"6975",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/21","OLD BRIDGE TWP 5.1 NE, NJ US"
"6976",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/22","OLD BRIDGE TWP 5.1 NE, NJ US"
"6977",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/23","OLD BRIDGE TWP 5.1 NE, NJ US"
"6978",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/24","OLD BRIDGE TWP 5.1 NE, NJ US"
"6979",NA,NA,NA,NA,NA,NA,0.44,0,0,NA,NA,NA,NA,"2023/8/25","OLD BRIDGE TWP 5.1 NE, NJ US"
"6980",NA,NA,NA,NA,NA,NA,0.26,0,0,NA,NA,NA,NA,"2023/8/26","OLD BRIDGE TWP 5.1 NE, NJ US"
"6981",NA,NA,NA,NA,NA,NA,0.85,0,0,NA,NA,NA,NA,"2023/8/27","OLD BRIDGE TWP 5.1 NE, NJ US"
"6982",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/28","OLD BRIDGE TWP 5.1 NE, NJ US"
"6983",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/29","OLD BRIDGE TWP 5.1 NE, NJ US"
"6984",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/8/30","OLD BRIDGE TWP 5.1 NE, NJ US"
"6985",NA,NA,NA,NA,NA,NA,0.1,0,0,NA,NA,NA,NA,"2023/8/31","OLD BRIDGE TWP 5.1 NE, NJ US"
"6986",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/9/1","OLD BRIDGE TWP 5.1 NE, NJ US"
"6987",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/9/2","OLD BRIDGE TWP 5.1 NE, NJ US"
"6988",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/9/3","OLD BRIDGE TWP 5.1 NE, NJ US"
"6989",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/9/4","OLD BRIDGE TWP 5.1 NE, NJ US"
"6990",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/9/5","OLD BRIDGE TWP 5.1 NE, NJ US"
"6991",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/9/6","OLD BRIDGE TWP 5.1 NE, NJ US"
"6992",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/9/7","OLD BRIDGE TWP 5.1 NE, NJ US"
"6993",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/9/8","OLD BRIDGE TWP 5.1 NE, NJ US"
"6994",NA,NA,NA,NA,NA,NA,0.18,0,0,NA,NA,NA,NA,"2023/9/9","OLD BRIDGE TWP 5.1 NE, NJ US"
"6995",NA,NA,NA,NA,NA,NA,0.04,0,0,NA,NA,NA,NA,"2023/9/10","OLD BRIDGE TWP 5.1 NE, NJ US"
"6996",NA,NA,NA,NA,NA,NA,0.92,0,0,NA,NA,NA,NA,"2023/9/11","OLD BRIDGE TWP 5.1 NE, NJ US"
"6997",NA,NA,NA,NA,NA,NA,1.31,0,0,NA,NA,NA,NA,"2023/9/12","OLD BRIDGE TWP 5.1 NE, NJ US"
"6998",NA,NA,NA,NA,NA,NA,0.33,0,0,NA,NA,NA,NA,"2023/9/13","OLD BRIDGE TWP 5.1 NE, NJ US"
"6999",NA,NA,NA,NA,NA,NA,0.35,0,0,NA,NA,NA,NA,"2023/9/14","OLD BRIDGE TWP 5.1 NE, NJ US"
"7000",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/9/15","OLD BRIDGE TWP 5.1 NE, NJ US"
"7001",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/9/16","OLD BRIDGE TWP 5.1 NE, NJ US"
"7002",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/9/17","OLD BRIDGE TWP 5.1 NE, NJ US"
"7003",NA,NA,NA,NA,NA,NA,0.78,0,0,NA,NA,NA,NA,"2023/9/18","OLD BRIDGE TWP 5.1 NE, NJ US"
"7004",NA,NA,NA,NA,NA,NA,0.46,0,0,NA,NA,NA,NA,"2023/9/19","OLD BRIDGE TWP 5.1 NE, NJ US"
"7005",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/9/20","OLD BRIDGE TWP 5.1 NE, NJ US"
"7006",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/9/21","OLD BRIDGE TWP 5.1 NE, NJ US"
"7007",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/9/22","OLD BRIDGE TWP 5.1 NE, NJ US"
"7008",NA,NA,NA,NA,NA,NA,0.04,0,0,NA,NA,NA,NA,"2023/9/23","OLD BRIDGE TWP 5.1 NE, NJ US"
"7009",NA,NA,NA,NA,NA,NA,1.92,0,0,NA,NA,NA,NA,"2023/9/24","OLD BRIDGE TWP 5.1 NE, NJ US"
"7010",NA,NA,NA,NA,NA,NA,1.42,0,0,NA,NA,NA,NA,"2023/9/25","OLD BRIDGE TWP 5.1 NE, NJ US"
"7011",NA,NA,NA,NA,NA,NA,0.45,0,0,NA,NA,NA,NA,"2023/9/26","OLD BRIDGE TWP 5.1 NE, NJ US"
"7012",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/9/27","OLD BRIDGE TWP 5.1 NE, NJ US"
"7013",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/9/28","OLD BRIDGE TWP 5.1 NE, NJ US"
"7014",NA,NA,NA,NA,NA,NA,0.95,0,0,NA,NA,NA,NA,"2023/9/29","OLD BRIDGE TWP 5.1 NE, NJ US"
"7015",NA,NA,NA,NA,NA,NA,1.28,0,0,NA,NA,NA,NA,"2023/9/30","OLD BRIDGE TWP 5.1 NE, NJ US"
"7016",NA,NA,NA,NA,NA,NA,0.05,0,0,NA,NA,NA,NA,"2023/10/1","OLD BRIDGE TWP 5.1 NE, NJ US"
"7017",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/2","OLD BRIDGE TWP 5.1 NE, NJ US"
"7018",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/3","OLD BRIDGE TWP 5.1 NE, NJ US"
"7019",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/4","OLD BRIDGE TWP 5.1 NE, NJ US"
"7020",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/5","OLD BRIDGE TWP 5.1 NE, NJ US"
"7021",NA,NA,NA,NA,NA,NA,0.02,0,0,NA,NA,NA,NA,"2023/10/6","OLD BRIDGE TWP 5.1 NE, NJ US"
"7022",NA,NA,NA,NA,NA,NA,0.03,0,0,NA,NA,NA,NA,"2023/10/7","OLD BRIDGE TWP 5.1 NE, NJ US"
"7023",NA,NA,NA,NA,NA,NA,0.1,0,0,NA,NA,NA,NA,"2023/10/8","OLD BRIDGE TWP 5.1 NE, NJ US"
"7024",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/9","OLD BRIDGE TWP 5.1 NE, NJ US"
"7025",NA,NA,NA,NA,NA,NA,0.03,0,0,NA,NA,NA,NA,"2023/10/10","OLD BRIDGE TWP 5.1 NE, NJ US"
"7026",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/11","OLD BRIDGE TWP 5.1 NE, NJ US"
"7027",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/12","OLD BRIDGE TWP 5.1 NE, NJ US"
"7028",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/13","OLD BRIDGE TWP 5.1 NE, NJ US"
"7029",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/14","OLD BRIDGE TWP 5.1 NE, NJ US"
"7030",NA,NA,NA,NA,NA,NA,0.57,0,0,NA,NA,NA,NA,"2023/10/15","OLD BRIDGE TWP 5.1 NE, NJ US"
"7031",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/16","OLD BRIDGE TWP 5.1 NE, NJ US"
"7032",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/17","OLD BRIDGE TWP 5.1 NE, NJ US"
"7033",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/18","OLD BRIDGE TWP 5.1 NE, NJ US"
"7034",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/19","OLD BRIDGE TWP 5.1 NE, NJ US"
"7035",NA,NA,NA,NA,NA,NA,0.1,0,0,NA,NA,NA,NA,"2023/10/20","OLD BRIDGE TWP 5.1 NE, NJ US"
"7036",NA,NA,NA,NA,NA,NA,0.91,0,0,NA,NA,NA,NA,"2023/10/21","OLD BRIDGE TWP 5.1 NE, NJ US"
"7037",NA,NA,NA,NA,NA,NA,0.44,0,0,NA,NA,NA,NA,"2023/10/22","OLD BRIDGE TWP 5.1 NE, NJ US"
"7038",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/23","OLD BRIDGE TWP 5.1 NE, NJ US"
"7039",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/24","OLD BRIDGE TWP 5.1 NE, NJ US"
"7040",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/25","OLD BRIDGE TWP 5.1 NE, NJ US"
"7041",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/26","OLD BRIDGE TWP 5.1 NE, NJ US"
"7042",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/27","OLD BRIDGE TWP 5.1 NE, NJ US"
"7043",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/28","OLD BRIDGE TWP 5.1 NE, NJ US"
"7044",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/10/29","OLD BRIDGE TWP 5.1 NE, NJ US"
"7045",NA,NA,NA,NA,NA,NA,0.28,0,0,NA,NA,NA,NA,"2023/10/30","OLD BRIDGE TWP 5.1 NE, NJ US"
"7046",NA,NA,NA,NA,NA,NA,0.03,0,0,NA,NA,NA,NA,"2023/10/31","OLD BRIDGE TWP 5.1 NE, NJ US"
"7047",NA,NA,NA,NA,NA,NA,0.04,0,0,NA,NA,NA,NA,"2023/11/1","OLD BRIDGE TWP 5.1 NE, NJ US"
"7048",NA,NA,NA,NA,NA,NA,0.01,0,0,NA,NA,NA,NA,"2023/11/2","OLD BRIDGE TWP 5.1 NE, NJ US"
"7049",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/3","OLD BRIDGE TWP 5.1 NE, NJ US"
"7050",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/4","OLD BRIDGE TWP 5.1 NE, NJ US"
"7051",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/5","OLD BRIDGE TWP 5.1 NE, NJ US"
"7052",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/6","OLD BRIDGE TWP 5.1 NE, NJ US"
"7053",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/7","OLD BRIDGE TWP 5.1 NE, NJ US"
"7054",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/8","OLD BRIDGE TWP 5.1 NE, NJ US"
"7055",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/9","OLD BRIDGE TWP 5.1 NE, NJ US"
"7056",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/10","OLD BRIDGE TWP 5.1 NE, NJ US"
"7057",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/11","OLD BRIDGE TWP 5.1 NE, NJ US"
"7058",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/12","OLD BRIDGE TWP 5.1 NE, NJ US"
"7059",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/13","OLD BRIDGE TWP 5.1 NE, NJ US"
"7060",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/14","OLD BRIDGE TWP 5.1 NE, NJ US"
"7061",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/15","OLD BRIDGE TWP 5.1 NE, NJ US"
"7062",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/16","OLD BRIDGE TWP 5.1 NE, NJ US"
"7063",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/17","OLD BRIDGE TWP 5.1 NE, NJ US"
"7064",NA,NA,NA,NA,NA,NA,0.01,0,0,NA,NA,NA,NA,"2023/11/18","OLD BRIDGE TWP 5.1 NE, NJ US"
"7065",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/19","OLD BRIDGE TWP 5.1 NE, NJ US"
"7066",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/20","OLD BRIDGE TWP 5.1 NE, NJ US"
"7067",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"2023/11/21","OLD BRIDGE TWP 5.1 NE, NJ US"
"7068",NA,NA,NA,NA,7,0.38,NA,NA,NA,NA,NA,NA,NA,"2023/1/3","LITTLE FALLS TWP 0.2 NE, NJ US"
"7069",NA,NA,NA,NA,NA,NA,0.4,0,NA,NA,NA,NA,NA,"2023/1/4","LITTLE FALLS TWP 0.2 NE, NJ US"
"7070",NA,NA,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,"2023/1/5","LITTLE FALLS TWP 0.2 NE, NJ US"
"7071",NA,NA,NA,NA,NA,NA,0.3,0,NA,NA,NA,NA,NA,"2023/1/6","LITTLE FALLS TWP 0.2 NE, NJ US"
"7072",NA,NA,NA,NA,3,0.01,NA,NA,0,NA,NA,NA,NA,"2023/1/9","LITTLE FALLS TWP 0.2 NE, NJ US"
"7073",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/1/10","LITTLE FALLS TWP 0.2 NE, NJ US"
"7074",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/1/11","LITTLE FALLS TWP 0.2 NE, NJ US"
"7075",NA,NA,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,"2023/1/12","LITTLE FALLS TWP 0.2 NE, NJ US"
"7076",NA,NA,NA,NA,NA,NA,0.19,0,NA,NA,NA,NA,NA,"2023/1/13","LITTLE FALLS TWP 0.2 NE, NJ US"
"7077",NA,NA,NA,NA,4,0,NA,NA,0,NA,NA,NA,NA,"2023/1/17","LITTLE FALLS TWP 0.2 NE, NJ US"
"7078",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/1/18","LITTLE FALLS TWP 0.2 NE, NJ US"
"7079",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/1/19","LITTLE FALLS TWP 0.2 NE, NJ US"
"7080",NA,NA,NA,NA,NA,NA,1.12,0,NA,NA,NA,NA,NA,"2023/1/20","LITTLE FALLS TWP 0.2 NE, NJ US"
"7081",NA,NA,NA,NA,3,0.8,NA,NA,0,NA,NA,NA,NA,"2023/1/23","LITTLE FALLS TWP 0.2 NE, NJ US"
"7082",NA,NA,NA,NA,NA,NA,0.23,0,NA,NA,NA,NA,NA,"2023/1/24","LITTLE FALLS TWP 0.2 NE, NJ US"
"7083",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/1/25","LITTLE FALLS TWP 0.2 NE, NJ US"
"7084",NA,NA,NA,NA,NA,NA,2.15,NA,NA,NA,NA,NA,NA,"2023/1/26","LITTLE FALLS TWP 0.2 NE, NJ US"
"7085",NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,"2023/1/30","LITTLE FALLS TWP 0.2 NE, NJ US"
"7086",NA,NA,NA,NA,NA,NA,0.05,0,NA,NA,NA,NA,NA,"2023/1/31","LITTLE FALLS TWP 0.2 NE, NJ US"
"7087",NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,"2023/2/7","LITTLE FALLS TWP 0.2 NE, NJ US"
"7088",NA,NA,NA,NA,NA,NA,0.03,0,NA,NA,NA,NA,NA,"2023/2/8","LITTLE FALLS TWP 0.2 NE, NJ US"
"7089",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/2/9","LITTLE FALLS TWP 0.2 NE, NJ US"
"7090",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/2/10","LITTLE FALLS TWP 0.2 NE, NJ US"
"7091",NA,NA,NA,NA,4,0,NA,NA,0,NA,NA,NA,NA,"2023/2/14","LITTLE FALLS TWP 0.2 NE, NJ US"
"7092",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/2/15","LITTLE FALLS TWP 0.2 NE, NJ US"
"7093",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/2/16","LITTLE FALLS TWP 0.2 NE, NJ US"
"7094",NA,NA,NA,NA,7,0.57,NA,NA,0,NA,NA,NA,NA,"2023/2/23","LITTLE FALLS TWP 0.2 NE, NJ US"
"7095",NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,"2023/2/24","LITTLE FALLS TWP 0.2 NE, NJ US"
"7096",NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,"2023/2/27","LITTLE FALLS TWP 0.2 NE, NJ US"
"7097",NA,NA,NA,NA,2,0.81,NA,NA,2,NA,NA,NA,NA,"2023/3/1","LITTLE FALLS TWP 0.2 NE, NJ US"
"7098",NA,NA,NA,NA,NA,NA,0.03,0,NA,NA,NA,NA,NA,"2023/3/2","LITTLE FALLS TWP 0.2 NE, NJ US"
"7099",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/3/3","LITTLE FALLS TWP 0.2 NE, NJ US"
"7100",NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,"2023/3/6","LITTLE FALLS TWP 0.2 NE, NJ US"
"7101",NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,"2023/3/7","LITTLE FALLS TWP 0.2 NE, NJ US"
"7102",NA,NA,NA,NA,2,0,NA,NA,0,NA,NA,NA,NA,"2023/3/9","LITTLE FALLS TWP 0.2 NE, NJ US"
"7103",NA,NA,NA,NA,5,1.64,NA,NA,0,NA,NA,NA,NA,"2023/3/14","LITTLE FALLS TWP 0.2 NE, NJ US"
"7104",NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,"2023/3/15","LITTLE FALLS TWP 0.2 NE, NJ US"
"7105",NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,"2023/3/17","LITTLE FALLS TWP 0.2 NE, NJ US"
"7106",NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,"2023/3/22","LITTLE FALLS TWP 0.2 NE, NJ US"
"7107",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"2023/3/23","LITTLE FALLS TWP 0.2 NE, NJ US"
