STATION,NAME,DATE,AWND,DAPR,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT08,WT11
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/15,21.7,,,,0,0,0,39,48,35,,310,320,,,36.9,47,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/16,8.5,,,,0,0,0,44,62,31,,290,280,,,17,27.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/17,6.71,,,,0,0,0,52,61,45,,230,200,,,19.9,25.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/18,14.32,,,,0.01,0,0,52,56,41,,260,310,,,25.1,31.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/19,16.55,,,,0,0,0,38,42,30,,270,280,,,29.1,36,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/20,8.72,,,,0,0,0,39,54,27,,240,240,,,18.1,25.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/21,10.51,,,,0,0,0,49,65,32,,240,250,,,21.9,28,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/22,5.82,,,,0,0,0,52,65,40,,200,200,,,19.9,25.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/23,8.5,,,,0.04,0,0,54,62,46,,240,240,,,19.9,25.9,1,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/24,7.16,,,,0,0,0,53,57,43,,350,310,,,19.9,29.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/25,10.51,,,,0.16,0,0,46,47,42,,100,70,,,21,29.1,1,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/26,12.3,,,,0,0,0,51,65,41,,250,260,,,23.9,32,1,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/27,8.05,,,,0.2,0,0,53,60,43,,50,100,,,16.1,21.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/28,10.07,,,,0.01,0,0,47,54,41,,340,290,,,17,23.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/29,9.17,,,,0,0,0,47,57,38,,330,320,,,32,38,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/30,13.42,,,,0,0,0,41,48,31,,310,320,,,29.1,40,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/3/31,5.37,,,,0,0,0,45,56,33,,140,130,,,16.1,21.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/1,14.09,,,,0.26,0,0,62,74,52,,310,310,,,40,53.9,1,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/2,17.22,,,,0,0,0,50,53,37,,330,280,,,35.1,48.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/3,7.83,,,,0,0,0,49,66,36,,220,200,,,21,27.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/4,4.03,,,,0,0,0,59,73,47,,120,100,,,13,18.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/5,7.83,,,,0,0,0,56,59,48,,20,30,,,15,19,1,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/6,9.84,,,,0,0,0,59,83,48,,320,310,,,29.1,35.1,1,1,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/7,14.76,,,,0,0,0,59,62,43,,350,350,,,25.1,31.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/8,8.28,,,,0,0,0,46,54,38,,350,360,,,19.9,23,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/9,8.05,,,,0,0,0,47,55,35,,150,160,,,16.1,21.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/10,6.93,,,,0,0,0,51,69,35,,230,230,,,16.1,19.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/11,13.65,,,,0,0,0,62,77,45,,240,240,,,25.1,34,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/12,12.3,,,,0,0,0,74,87,64,,310,340,,,25.1,36.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/13,11.41,,,,0,0,0,79,92,61,,240,230,,,23,29.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/14,9.17,,,,0,0,0,79,93,61,,220,190,,,18.1,23.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/15,6.49,,,,0.15,0,0,70,75,60,,220,250,,,15,23,1,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/16,5.14,,,,0,0,0,64,72,56,,110,100,,,12.1,15,1,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/17,11.41,,,,0.03,0,0,60,71,55,,260,250,,,28,38,1,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/18,17,,,,0,0,0,55,59,45,,280,280,,,33.1,42.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/19,10.07,,,,0,0,0,52,68,40,,240,260,,,21,27.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/20,6.71,,,,0,0,0,55,64,45,,20,30,,,15,18.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/21,7.61,,,,0,0,0,58,69,51,,100,130,,,17,21.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/22,10.29,,,,0.9,0,0,60,70,53,,120,120,,,23,34,1,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/23,10.29,,,,1.01,0,0,62,72,50,,260,300,,,23,30,1,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/24,8.5,,,,0,0,0,55,64,45,,260,300,,,16.1,23.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/25,8.05,,,,0,0,0,54,63,47,,300,290,,,17,25.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/26,7.83,,,,0,0,0,53,61,42,,130,130,,,15,21,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/27,4.92,,,,0,0,0,55,59,50,,130,130,,,12.1,16.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/28,9.4,,,,0.41,0,0,54,57,50,,60,50,,,18.1,25.9,1,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/29,10.51,,,,3.05,0,0,52,54,50,,60,80,,,21,30,1,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/4/30,8.95,,,,2.26,0,0,54,61,52,,110,90,,,16.1,21.9,1,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/1,16.78,,,,0.07,0,0,58,64,50,,230,240,,,30,38.9,1,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/2,12.08,,,,0.05,0,0,54,59,47,,260,230,,,31.1,38.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/3,9.62,,,,0,0,0,53,60,47,,290,270,,,17,25.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/4,7.61,,,,0.02,0,0,52,58,48,,360,10,,,15,18.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/5,4.92,,,,0,0,0,56,66,47,,150,270,,,10.1,15,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/6,7.16,,,,0,0,0,61,76,45,,320,320,,,17,25.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/7,8.28,,,,0,0,0,68,80,53,,250,260,,,21.9,31.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/8,11.18,,,,0.01,0,0,70,80,60,,320,310,,,21,29.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/9,7.61,,,,0,0,0,64,68,55,,10,30,,,15,18.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/10,5.37,,,,0,0,0,62,76,48,,150,290,,,14.1,19.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/11,9.62,,,,0,0,0,69,84,52,,240,260,,,18.1,27.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/12,8.5,,,,0,0,0,76,90,60,,250,260,,,21.9,25.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/13,8.95,,,,0,0,0,77,84,67,,350,290,,,17,23.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/14,11.86,,,,0,0,0,69,77,59,,330,290,,,21.9,33.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/15,10.96,,,,0,0,0,66,78,51,,230,250,,,21,25.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/16,12.53,,,,0,0,0,70,83,53,,230,260,,,25.9,34,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/17,17.45,,,,0,0,0,66,70,50,,330,320,,,25.9,36,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/18,8.5,,,,0,0,0,54,61,44,,140,140,,,18.1,23,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/19,7.83,,,,0,0,0,61,72,52,,150,140,,,19.9,28,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/20,5.14,,,,0.66,0,0,62,70,58,,270,270,,,8.9,19.9,1,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/21,11.41,,,,0.01,0,0,66,75,57,,360,310,,,21.9,29.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/22,7.16,,,,0,0,0,67,78,56,,150,140,,,15,21,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/23,5.82,,,,0,0,0,62,69,55,,150,150,,,15,19.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/24,6.93,,,,0.07,0,0,64,81,52,,20,30,,,25.1,29.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/25,13.65,,,,0,0,0,61,72,51,,360,350,,,23.9,33.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/26,7.83,,,,0,0,0,65,76,51,,340,310,,,16.1,23,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/27,6.49,,,,0,0,0,67,80,54,,120,120,,,13,17,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/28,5.59,,,,0,0,0,68,80,56,,160,160,,,13,17,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/29,9.62,,,,0,0,0,70,79,59,,120,120,,,21,28,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/30,8.05,,,,0,0,0,64,70,57,,160,160,,,16.1,21,,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/5/31,4.92,,,,0,0,0,64,78,51,,140,150,,,13,18.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/1,3.58,,,,0,0,0,72,88,59,,140,50,,,12.1,14.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/2,5.14,,,,0,0,0,78,91,64,,50,20,,,15,19,,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/3,9.4,,,,0,0,0,71,74,56,,30,80,,,17,23,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/4,8.72,,,,0,0,0,61,71,49,,20,30,,,19.9,25.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/5,10.74,,,,0,0,0,67,80,56,,320,330,,,19.9,29.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/6,11.18,,,,0,0,0,72,84,62,,350,340,,,25.9,32,,,1,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/7,10.51,,,,0,0,0,67,74,59,,290,290,,,21.9,30,,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/8,6.49,,,,0,0,0,65,77,50,,310,290,,,16.1,23.9,,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/9,7.16,,,,0,0,0,67,77,59,,360,360,,,19.9,23.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/10,8.95,,,,0,0,0,69,83,58,,230,310,,,18.1,27.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/11,5.82,,,,0,0,0,74,85,65,,110,100,,,16.1,21.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/12,8.72,,,,0.53,0,0,73,78,68,,250,250,,,21,28,1,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/13,11.41,,,,0,0,0,72,83,65,,270,290,,,21,25.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/14,10.51,,,,0.28,0,0,71,79,62,,240,240,,,25.1,32,,,1,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/15,10.29,,,,0,0,0,71,82,60,,310,300,,,19.9,25.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/16,6.26,,,,0.22,0,0,71,82,62,,220,240,,,15,21,1,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/17,13.2,,,,0,0,0,71,82,63,,350,350,,,35.1,42.1,,,1,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/18,10.29,,,,0,0,0,73,85,64,,340,280,,,18.1,25.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/19,8.28,,,,0,0,0,74,80,65,,170,120,,,14.1,19,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/20,7.61,,,,0,0,0,71,78,65,,130,130,,,14.1,19.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/21,11.18,,,,0,0,0,69,75,63,,120,130,,,17,23,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/22,10.29,,,,0.04,0,0,66,74,59,,30,20,,,18.1,25.9,1,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/23,6.26,,,,0.07,0,0,68,71,66,,100,110,,,12.1,16.1,1,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/24,4.47,,,,0.08,0,0,73,82,69,,250,120,,,12.1,15,1,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/25,3.58,,,,0.01,0,0,78,87,71,,160,140,,,15,21,,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/26,7.38,,,,0.9,0,0,74,80,69,,360,10,,,25.1,33.1,1,,1,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/27,4.92,,,,0.53,0,0,73,82,67,,140,130,,,14.1,18.1,1,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/28,8.28,,,,0,0,0,74,85,67,,290,290,,,21,25.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/29,7.38,,,,0,0,0,76,85,67,,310,310,,,16.1,25.9,,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/6/30,6.04,,,,0,0,0,78,86,67,,160,150,,,14.1,19,,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/1,7.61,,,,0,0,0,76,83,69,,150,140,,,17,23,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/2,7.61,,,,0.3,0,0,79,91,72,,280,280,,,29.1,36.9,1,,1,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/3,7.16,,,,0.05,0,0,82,93,74,,230,240,,,17,25.1,,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/4,3.8,,,,1.19,0,0,80,83,74,,250,250,,,25.9,32,1,,1,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/5,6.04,,,,0,0,0,83,94,73,,230,220,,,14.1,16.1,1,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/6,6.49,,,,0,0,0,84,92,77,,150,150,,,15,19.9,,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/7,4.92,,,,0,0,0,81,88,76,,160,130,,,14.1,19,,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/8,5.37,,,,0,0,0,81,88,76,,130,150,,,14.1,18.1,,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/9,7.38,,,,0.25,0,0,80,83,75,,130,140,,,18.1,25.1,1,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/10,10.07,,,,0,0,0,79,88,72,,330,310,,,21,27.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/11,7.61,,,,0,0,0,81,92,68,,260,230,,,16.1,21,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/12,7.16,,,,0,0,0,84,95,71,,260,290,,,18.1,25.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/13,9.84,,,,0,0,0,85,93,75,,200,210,,,23,30,,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/14,7.83,,,,0.31,0,0,82,87,72,,250,280,,,23,29.1,1,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/15,5.82,,,,0.14,0,0,80,91,71,,150,140,,,16.1,21.9,1,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/16,6.04,,,,1.49,0,0,79,80,76,,200,200,,,15,18.1,1,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/17,6.71,,,,0,0,0,82,93,75,,250,250,,,19.9,28,1,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/18,6.04,,,,1.16,0,0,80,86,73,,270,280,,,23.9,29.1,,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/19,3.8,,,,0,0,0,77,84,71,,190,190,,,14.1,16.1,1,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/20,6.04,,,,0,0,0,80,88,72,,140,160,,,14.1,18.1,1,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/21,8.5,,,,0.28,0,0,80,88,72,,270,270,,,18.1,21.9,1,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/22,9.62,,,,0,0,0,79,87,71,,350,340,,,18.1,23.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/23,6.71,,,,0,0,0,80,93,68,,220,220,,,15,19.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/24,7.38,,,,0,0,0,80,88,71,,200,180,,,15,21,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/25,6.49,,,,0.89,0,0,78,88,69,,230,240,,,36,46.1,1,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/26,6.93,,,,0,0,0,78,92,66,,240,250,,,16.1,23,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/27,14.32,,,,0.01,0,0,84,96,75,,250,260,,,28,34,,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/28,6.71,,,,0.09,0,0,87,95,77,,230,230,,,23,32,,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/29,12.3,,,,0.1,0,0,85,93,73,,250,300,,,25.9,33.1,,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/30,10.96,,,,0,0,0,76,83,67,,330,310,,,21,27.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/7/31,6.26,,,,0,0,0,77,87,64,,330,330,,,19.9,23.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/1,10.07,,,,0,0,0,76,84,67,,330,310,,,17,25.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/2,6.49,,,,0,0,0,73,83,63,,170,320,,,13,23,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/3,8.5,,,,0,0,0,73,81,64,,200,150,,,16.1,23,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/4,9.84,,,,0,0,0,75,79,72,,240,220,,,16.1,21.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/5,6.71,,,,0,0,0,78,88,70,,20,30,,,15,19.9,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/6,7.83,,,,0,0,0,78,87,68,,160,160,,,16.1,19,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/7,9.17,,,,0.67,0,0,78,84,69,,200,220,,,25.9,36.9,1,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/8,14.09,,,,0,0,0,76,84,71,,260,310,,,31.1,36.9,,,,,,1,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/9,13.65,,,,0,0,0,79,90,70,,260,270,,,21.9,35.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/10,3.8,,,,0.45,0,0,76,83,71,,200,190,,,14.1,18.1,1,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/11,8.72,,,,0,0,0,77,88,67,,260,250,,,21.9,28,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/12,6.71,,,,0.01,0,0,79,90,68,,180,170,,,18.1,25.1,,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/13,9.4,,,,0.5,0,0,81,90,71,,250,250,,,23,29.1,1,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/14,4.7,,,,0,0,0,81,90,73,,200,170,,,14.1,17,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/15,8.05,,,,0.43,0,0,78,84,72,,280,280,,,15,18.1,1,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/16,5.37,,,,0.56,0,0,77,85,70,,150,160,,,14.1,18.1,1,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/17,7.61,,,,0,0,0,76,82,74,,120,130,,,17,25.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/18,12.53,,,,0.36,0,0,78,85,70,,320,320,,,31.1,36.9,1,,1,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/19,11.18,,,,0,0,0,73,82,63,,260,260,,,21,27.1,,,,,,,
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2023/8/20,7.61,,,,0,0,0,76,89,62,,240,220,,,17,21,,,,,,,
